place_id,business_name,phone,city,type_label,slug,motivo,fecha_rechazo
ChIJPZfeoZ6LQQ0R0f9VKmTqqTU,Domoflor,+34 689 71 42 40,Fuenlabrada,Floristeria,domoflor-fuenlabrada,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJPZfeoZ6LQQ0R0f9VKmTqqTU,Domoflor,+34 689 71 42 40,Parla,Floristeria,domoflor-parla,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJpTfkW_0jQg0RthcsTrGwHGw,DreamLamb Floristas,+34 697 73 20 13,Leganes,Floristeria,dreamlamb-floristas-leganes,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJuboY2SiOQQ0R9zPpkzW70kE,El Jardín de Cris,+34 669 72 55 26,Mostoles,Floristeria,el-jardin-de-cris-mostoles,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJdTsU_dSNQQ0R5N0vjyWocFc,El Salón DE Tamara Unisex,+34 916 13 43 81,Mostoles,Peluqueria,el-salon-de-tamara-unisex-mostoles,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJE1RuiV2LQQ0RSiuUtkOLf4M,El Sueño de Vivi,+34 643 81 49 50,Fuenlabrada,Unas,el-sueno-de-vivi-fuenlabrada,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJh5KOkbEgQg0RniTNmcfSapg,Estilistas por Fin | Expertos Coloristas & SPA - Barbería,+34 914 91 64 58,Getafe,Peluqueria,estilistas-por-fin-expertos-coloristas-spa-barberia-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ1QQaCFkhQg0R9W9qN_QMU7c,Evodent,+34 910 18 07 17,Getafe,Dental,evodent-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJEwKFXRiJQQ0R0y8hP5Z-nck,Flores Butarqueñas,+34 665 23 63 25,Leganes,Floristeria,flores-butarquenas-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ8UVt6ImJQQ0RaEKnClsWawI,FLORISTERÍA AMAZONIA. RAMOS DE NOVIA FLOR PRESERVADA. SEUR PICKUP,+34 605 66 77 93,Alcorcon,Floristeria,floristeria-amazonia-ramos-de-novia-flor-preservada-seur-pickup-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ8UVt6ImJQQ0RaEKnClsWawI,FLORISTERÍA AMAZONIA. RAMOS DE NOVIA FLOR PRESERVADA. SEUR PICKUP,+34 605 66 77 93,Leganes,Floristeria,floristeria-amazonia-ramos-de-novia-flor-preservada-seur-pickup-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJTVO1_4GLQQ0RtaDmrjAzNCY,Floristería Ana María,+34 616 81 65 52,Leganes,Floristeria,floristeria-ana-maria-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJZYfPVD-JQQ0RiDSWxo6O4z4,Floristería Azalea,+34 916 12 25 44,Alcorcon,Floristeria,floristeria-azalea-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ6yT30UeJQQ0RcZGcyl0QIic,Floristeria Dos Brotes,+34 910 17 75 22,Alcorcon,Floristeria,floristeria-dos-brotes-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJwXCDHk71QQ0RTeCbtUT04Jo,Floristería Fia,+34 642 32 23 22,Parla,Floristeria,floristeria-fia-parla,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJj2sXDCwnQg0RDbsKvwodFko,Floristería Flor África,+34 900 907 684,Leganes,Floristeria,floristeria-flor-africa-leganes,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJn2OAa4-LQQ0RDUVo0xGfu1g,Floristería Flores,+34 612 44 17 08,Fuenlabrada,Floristeria,floristeria-flores-fuenlabrada,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJs0QRAKf1QQ0RCvhWnt7dZyw,Floristería Gloxinia,+34 911 49 00 24,Parla,Floristeria,floristeria-gloxinia-parla,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJqXdIMbCOQQ0R4ZsjMYEWnGw,Floristería Isabel,+34 916 44 26 27,Mostoles,Floristeria,floristeria-isabel-mostoles,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ_2TMhMqOQQ0R_DDzdeAAL-w,Floristería Las Camelias Arte Floral,+34 914 86 04 50,Alcorcon,Floristeria,floristeria-las-camelias-arte-floral-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJqzJNXgCNQQ0RpIuqwn4V_7M,Floristería Las Flores de Carlos,+34 912 09 99 85,Mostoles,Floristeria,floristeria-las-flores-de-carlos-mostoles,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJecL_4PiJQQ0RcJlFsy5h-_k,Floristería Mayoflor | Oficina,+34 676 48 26 55,Alcorcon,Floristeria,floristeria-mayoflor-oficina-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJX9rOrXb1QQ0R8thRvVV829k,Floristería parla – PANDA SHOP (Hospital Infanta Cristina),+34 625 47 11 53,Parla,Floristeria,floristeria-parla-panda-shop-hospital-infanta-cristina-parla,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJBVk2yQYnQg0RPgUco44i9BA,Floristería Rosa de Jericó,+34 633 40 12 64,Leganes,Floristeria,floristeria-rosa-de-jerico-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ486yY1YnQg0RxY5C7n-z0l0,Gascueña Peluqueros,+34 916 80 26 24,Leganes,Peluqueria,gascuena-peluqueros-leganes,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJw-y1NLggQg0RuiS3HZ-pWfk,Glamour Peluquería Estética,+34 916 01 81 00,Getafe,Peluqueria,glamour-peluqueria-estetica-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ148N0JyJQQ0Rpu69AaMOwAo,Glamour y Bellezä JM,+34 622 41 14 12,Alcorcon,Peluqueria,glamour-y-belleza-jm-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ3-F2XwCPQQ0RBJL2pTLQe7E,HELLO NAILS,+34 696 23 49 84,Alcorcon,Unas,hello-nails-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJG2nFKj2LQQ0Rwe5YRaUA3I4,Hello Nails,+34 614 98 41 57,Fuenlabrada,Unas,hello-nails-fuenlabrada,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ-eaXVFMnQg0RBZfNw5jPVSI,Hello Nails,+34 602 63 86 60,Leganes,Unas,hello-nails-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJX3CLMJcgQg0RidHiB3eIu2M,I+DENT Getafe imasdent,+34 689 21 71 30,Getafe,Dental,i-dent-getafe-imasdent-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJqWyIa-CJQQ0Rmkw3-IeIVlc,IconiC Beauty lashes & Nails,+34 604 94 82 10,Alcorcon,Unas,iconic-beauty-lashes-nails-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJC72UXr-OQQ0RdhKttURaGZM,J&M ESTILISTAS,+34 916 09 19 23,Alcorcon,Peluqueria,j-m-estilistas-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ9aV0qHeJQQ0RTMr3A6Dt-sI,K-ANUKA Leganés,+34 914 96 65 49,Leganes,Peluqueria,k-anuka-leganes-leganes,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJa6l0MpYgQg0RWNZOdrm-CCY,KAPAS PELUQUEROS,+34 916 83 70 98,Getafe,Peluqueria,kapas-peluqueros-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJzeEi4t-JQQ0RIGLeoEsWBOQ,Kt's Nails,+34 622 49 34 90,Alcorcon,Unas,kt-s-nails-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJdb8ZB_qJQQ0RHv0xInKLHRM,La Pelu de Olalla,+34 916 88 49 69,Leganes,Peluqueria,la-pelu-de-olalla-leganes,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ_xet3WmJQQ0RxqEftyRCQSs,LADYBLUE FLORISTERÍA,+34 614 07 02 38,Fuenlabrada,Floristeria,ladyblue-floristeria-fuenlabrada,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ_xet3WmJQQ0RxqEftyRCQSs,LADYBLUE FLORISTERÍA,+34 614 07 02 38,Leganes,Floristeria,ladyblue-floristeria-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJeTkivsmOQQ0RR9eFvDJolsg,Las Camelias Diseño Floral,+34 625 61 69 44,Alcorcon,Floristeria,las-camelias-diseno-floral-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJQd9rqbiJQQ0RkW_71lByFE0,Lavinia Odor Salón de Peluquería,+34 652 67 10 26,Alcorcon,Peluqueria,lavinia-odor-salon-de-peluqueria-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJy391UpYhQg0RQy_irgmmJ8w,Lidia Caballero,+34 915 45 86 91,Getafe,Peluqueria,lidia-caballero-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJxc864sQgQg0RX_G8PpeIvso,LIVI estilistas,+34 916 82 50 96,Getafe,Peluqueria,livi-estilistas-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJs5SyKLOPQQ0R3X8lX0SlPDU,LunariaNails,+34 624 20 49 22,Alcorcon,Unas,lunarianails-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJP4L-9WyJQQ0RsnR1vEfuBTY,MACJARDIN,+34 912 36 87 06,Alcorcon,Floristeria,macjardin-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJZ_4E36uJQQ0RPJo0sqOzGAM,"MAJESTUOSA | Centro de estética, uñas, cejas y pestañas en Leganés.",+34 614 51 84 25,Leganes,Unas,majestuosa-centro-de-estetica-unas-cejas-y-pestanas-en-leganes-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJfSAB2j-SQQ0RAN_gP5tH12w,Mira y Mira Alcorcón,+34 916 01 26 28,Alcorcon,Peluqueria,mira-y-mira-alcorcon-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ7S8vsrWOQQ0RorHdHmJn_B4,Miss Uñas,+34 688 02 06 22,Alcorcon,Unas,miss-unas-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJaWnDu6SJQQ0Rh-I_bZqWaRc,Morata Nails,+34 644 82 58 09,Alcorcon,Unas,morata-nails-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJH__ujtSNQQ0RfQd6pnBPZOM,Morla Estilistas | Peluquería Móstoles,+34 608 70 26 08,Mostoles,Peluqueria,morla-estilistas-peluqueria-mostoles-mostoles,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJRwptyzSJQQ0RGlXZmgzGFwo,Nails Factory Alcorcón C.C Tres Aguas,+34 630 65 43 93,Alcorcon,Unas,nails-factory-alcorcon-c-c-tres-aguas-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ_65smj-PQQ0ROWNCKU1srFY,Nails Factory Alcorcón Retamas,+34 658 08 78 58,Alcorcon,Unas,nails-factory-alcorcon-retamas-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJx5vOZIqJQQ0RI_czeO56DP4,NATALI NAIL-ART STUDIO,+34 667 48 59 14,Leganes,Unas,natali-nail-art-studio-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJFxoH-pOJQQ0RSr4bH-OgC0I,NBH GLAMOUR,+34 625 52 53 08,Leganes,Unas,nbh-glamour-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJq1-SGBKPQQ0RlYzZCKia-7o,Nhara’nails,+34 641 32 41 89,Alcorcon,Unas,nharanails-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ0Y1unwmJQQ0RAq9wBJdYxzM,O´Maya,+34 664 79 42 68,Alcorcon,Peluqueria,o-maya-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJfSMMkYqJQQ0Re7FAzpQ37Ls,Odeoz Hair Lab,+34 916 80 35 37,Leganes,Peluqueria,odeoz-hair-lab-leganes,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJjQxt8U71QQ0RvTf7rDKHce4,Olivia's Flowers CC El Ferial,+34 916 99 54 39,Parla,Floristeria,olivia-s-flowers-cc-el-ferial-parla,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJNaHd4NIhQg0RmoT8NOuNI-s,Origen Hair Studio Peluqueros,+34 919 52 27 70,Getafe,Peluqueria,origen-hair-studio-peluqueros-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ0RHTk1iPQQ0RKdp6lamTcH4,Oscar Blanco Barbería y Peluquería Alcorcón,+34 919 35 03 50,Alcorcon,Peluqueria,oscar-blanco-barberia-y-peluqueria-alcorcon-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJx9b-fTuPQQ0RwLEHomUm1xY,Paola Lashes & Nails,+34 613 63 05 87,Alcorcon,Unas,paola-lashes-nails-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJv7s0yTv1QQ0RkKAn_nPpOwc,Peluqueria Azero en Parla. Belleza Saludable,+34 678 21 43 51,Parla,Peluqueria,peluqueria-azero-en-parla-belleza-saludable-parla,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJu1eQINyPQQ0RUZ7I5aDtZJQ,Peluqueria Cory,+34 642 35 42 97,Alcorcon,Peluqueria,peluqueria-cory-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ5VQmrcuOQQ0Rq7qJCEEOZ34,Peluqueria de Los Amigos,+34 624 42 74 38,Alcorcon,Peluqueria,peluqueria-de-los-amigos-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ48RvTiGMQQ0RezUNYaCuML8,Peluquería Isabel Cámara,+34 916 46 92 10,Mostoles,Peluqueria,peluqueria-isabel-camara-mostoles,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJMVmtUXqNQQ0R7847fmm2agk,PELUQUERÍA ISSAM BARBERSHOP,+34 634 46 04 66,Mostoles,Peluqueria,peluqueria-issam-barbershop-mostoles,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJ_3fHWz6PQQ0RgWNpJDZ8uhM,Peluquería Las Pirámides,+34 663 41 33 87,Alcorcon,Peluqueria,peluqueria-las-piramides-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJJTB478mOQQ0RWVrkAkRJwx4,Peluquería Montse - Estilistas en Alcorcón,+34 671 52 45 04,Alcorcon,Peluqueria,peluqueria-montse-estilistas-en-alcorcon-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJzzWlfLWOQQ0RfhQjKAuQlhU,Peluquería Soria,+34 642 62 52 35,Alcorcon,Peluqueria,peluqueria-soria-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJ949qqlyPQQ0RH5TrADNBNeg,Peluquería The 21 Barber Shop,+34 605 90 69 93,Alcorcon,Peluqueria,peluqueria-the-21-barber-shop-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJeUPNveaPQQ0ReCbIN_CuOGQ,Peluquería y Estética Alexander's Estilistas,+34 919 35 34 66,Mostoles,Peluqueria,peluqueria-y-estetica-alexander-s-estilistas-mostoles,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJQdY13dGOQQ0RYMPzK0uDpKI,Peluquerías Madrigal Tres Aguas,+34 916 11 27 90,Alcorcon,Peluqueria,peluquerias-madrigal-tres-aguas-alcorcon,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJG9yaKSUhQg0RX_Ewj4S6mww,Pepe Camacho Floristeria | Taller y Proyectos Florales,+34 606 64 53 49,Getafe,Floristeria,pepe-camacho-floristeria-taller-y-proyectos-florales-getafe,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJG9yaKSUhQg0RX_Ewj4S6mww,Pepe Camacho Floristeria | Taller y Proyectos Florales,+34 606 64 53 49,Leganes,Floristeria,pepe-camacho-floristeria-taller-y-proyectos-florales-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJJ0-q44qLQQ0Rg66ylmqeA6Y,Poenía Arte Floral,+34 916 15 81 99,Parla,Floristeria,poenia-arte-floral-parla,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJc6q1WdCLQQ0RpOXpGOjLeUQ,Pretty Nails Madrid,+34 642 72 80 66,Leganes,Unas,pretty-nails-madrid-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJu6sUjzQhQg0RD0f5BFZGJAE,QUILES Floristería,+34 913 11 24 44,Leganes,Floristeria,quiles-floristeria-leganes,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJqX4M0oonQg0R6EZOwTBQeSY,Reinas nails,+34 665 43 67 91,Leganes,Unas,reinas-nails-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJkUu-5wCJQQ0RHjd4dRUdK0w,RENZO 💈BARBER SHOP💈,+34 624 65 99 14,Alcorcon,Peluqueria,renzo-barber-shop-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
,RK Motors,+34 674 76 63 17,Alcorcon,Taller,rk-motors-alcorcon,manual,2026-09-23T12:37:32.065Z
ChIJqYVBh6SLQQ0RYZL6e8-4X9c,Royal Nails,+34 672 08 35 63,Fuenlabrada,Unas,royal-nails-fuenlabrada,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJLxOhbJYgQg0ROgIlyHOLN8I,Salazar Clínica Dental,+34 916 96 03 18,Getafe,Dental,salazar-clinica-dental-getafe,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
ChIJtegRZiWPQQ0RD4DrmqrXJoQ,Salon de Uñas Acrilicas y Pestañas,+34 637 31 19 87,Alcorcon,Unas,salon-de-unas-acrilicas-y-pestanas-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJianwqpWPQQ0R0GBqXFvY1PU,Salon Pro,+34 622 20 37 33,Alcorcon,Unas,salon-pro-alcorcon,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJZ--h0uInQg0RSrZMbi6tjBw,Sarmi Beauty,+34 614 14 12 63,Leganes,Unas,sarmi-beauty-leganes,auto_15_dias_sin_respuesta,2026-09-24T00:00:43.907Z
ChIJLQeXPjn1QQ0RkE7dXMNRG6o,Sebastián Peluqueros,+34 916 99 87 54,Parla,Peluqueria,sebastian-peluqueros-parla,auto_15_dias_sin_respuesta,2026-09-25T00:00:54.084Z
