place_id,business_name,type_label,city,address,phone,website,tiene_web,rating,review_count,photo_path,instagram,necesita_busqueda_manual,email,contactar_por_telefono,web_estado
ChIJPZfeoZ6LQQ0R0f9VKmTqqTU,Domoflor,Floristeria,Fuenlabrada,"C. Villafranca del Bierzo, 1, 28947 Fuenlabrada, Madrid, España",+34 689 71 42 40,,False,4.4,50,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJPZfeoZ6LQQ0R0f9VKmTqqTU.jpg,,True,,True,ninguna
ChIJh9WV2mEhQg0Rb2Uyer9qNiU,MARSILEA FLORISTAS,Floristeria,Fuenlabrada,"C. Madrid, 36, local izquierdo, 28901 Getafe, Madrid, España",+34 912 99 81 01,,False,4.7,170,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJh9WV2mEhQg0Rb2Uyer9qNiU.jpg,,True,,True,ninguna
ChIJXQjWmqKKQQ0RthHXuP11HfE,Shuang Zhi,Floristeria,Fuenlabrada,"C. Riaño, 9, 28947 Fuenlabrada, Madrid, España",+34 916 42 34 80,http://shuang-zhi.com/,True,4.1,26,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJXQjWmqKKQQ0RthHXuP11HfE.jpg,https://instagram.com/whatsapp,False,comercial@shuang-zhi.com,False,propia
ChIJE4Q9pK6MQQ0RuWCPbAKGnKU,"Floristería, Regalos y Decoración - Jardín de Flor",Floristeria,Fuenlabrada,"Cl. Hermanos Tora, 4, 28970 Humanes de Madrid, Madrid, España",+34 916 04 92 47,http://floristeriahumanesjardin.blogspot.com/,True,4.9,237,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJE4Q9pK6MQQ0RuWCPbAKGnKU.jpg,,True,,True,builder
ChIJM_69owaLQQ0Rt7-abQq178M,FLORISTERIA ALVER,Floristeria,Fuenlabrada,"C. de la Harina, 28944 Fuenlabrada, Madrid, España",,,False,5,1,,,True,,True,ninguna
ChIJjQxt8U71QQ0RvTf7rDKHce4,Olivia's Flowers CC El Ferial,Floristeria,Fuenlabrada,"C.C. EL FERIAL Local 9, C. de Pinto, s/n, 28980 Parla, Madrid, España",+34 916 99 54 39,https://floristeriaoliviasflowers.com/,True,4.3,74,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJjQxt8U71QQ0RvTf7rDKHce4.jpg,https://instagram.com/floristeriaoliviasflowersparla,False,info@floristeriaoliviasflowers.com,False,propia
ChIJ_xet3WmJQQ0RxqEftyRCQSs,LADYBLUE FLORISTERÍA,Floristeria,Fuenlabrada,"Av. de Fuenlabrada, 14, 28912 Leganés, Madrid, España",+34 614 07 02 38,,False,4.9,29,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ_xet3WmJQQ0RxqEftyRCQSs.jpg,,True,,True,ninguna
ChIJ02UcyDiLQQ0R42H714CGN0w,Verdecasa 2023,Floristeria,Fuenlabrada,"C. Toreno, 29, 28947 Fuenlabrada, Madrid, España",+34 626 51 12 92,https://verdecasa2023.es/,True,4.4,33,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ02UcyDiLQQ0R42H714CGN0w.jpg,,True,verdecasa2023@gmail.com,False,propia
ChIJ_2TMhMqOQQ0R_DDzdeAAL-w,Floristería Las Camelias Arte Floral,Floristeria,Fuenlabrada,"C. Nueva, 10, 28921 Alcorcón, Madrid, España",+34 914 86 04 50,https://www.lascameliasartefloral.com/,True,4.8,985,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ_2TMhMqOQQ0R_DDzdeAAL-w.jpg,https://instagram.com/lascamelias,False,info@lascameliasartefloral.com,False,propia
ChIJMURZCGeKQQ0RYtysZKHQN8Q,Verdecora Arroyo Culebro M-50,Floristeria,Fuenlabrada,"C. Fuente de la Teja, 2, 28914 Leganés, Madrid, España",+34 916 89 58 41,https://verdecora.es/tiendas/3-arroyo-culebro-m50-madrid,True,4.2,9734,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJMURZCGeKQQ0RYtysZKHQN8Q.jpg,https://instagram.com/verdecora,False,,True,propia
ChIJ893JeQSLQQ0Rvz7N0K6jvWY,Emérita Sevilla Casco,Floristeria,Fuenlabrada,"C. de la Fuente, 18, 28944 Fuenlabrada, Madrid, España",+34 916 06 04 12,,False,4.7,7,C:\Users\mario\Projects\leadgen-webs\leads\photos\ChIJ893JeQSLQQ0Rvz7N0K6jvWY.jpg,,True,,True,ninguna
